Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,38,1,28,0,1-2 Year,Yes,81859,26,26,1
Female,22,1,40,0,< 1 Year,Yes,24815,152,155,1
Male,21,1,11,1,< 1 Year,No,32513,152,141,0
Male,26,1,21,0,< 1 Year,Yes,27281,152,149,1
Male,51,1,41,1,1-2 Year,No,2630,26,122,0
Female,53,1,21,1,1-2 Year,No,24315,152,28,0
Male,60,1,8,1,1-2 Year,No,36913,124,299,0
Male,29,1,15,0,1-2 Year,Yes,2630,156,258,1
Female,21,1,33,1,< 1 Year,No,35418,152,201,0
Female,41,1,6,0,1-2 Year,Yes,22659,26,213,0
Male,49,1,7,0,1-2 Year,Yes,52388,26,229,1
Female,40,1,41,0,1-2 Year,Yes,41649,124,44,1
Male,74,1,41,0,1-2 Year,Yes,59049,12,60,1
Male,53,1,45,0,1-2 Year,Yes,28909,124,116,0
Male,39,1,28,0,1-2 Year,Yes,44212,26,216,1
Male,31,1,21,1,1-2 Year,No,20817,31,183,0
Female,42,1,39,0,1-2 Year,Yes,2630,124,135,0
Female,37,1,28,0,1-2 Year,Yes,42161,122,188,1
Male,45,1,33,0,1-2 Year,Yes,44924,154,280,1
Male,37,1,20,0,1-2 Year,Yes,2630,124,243,0
Male,73,1,18,1,1-2 Year,No,2630,26,283,0
Female,26,1,27,0,< 1 Year,No,35580,152,173,0
Male,31,1,46,0,1-2 Year,Yes,2630,124,28,1
Male,50,1,28,0,1-2 Year,No,37795,25,197,0
Male,20,1,47,0,< 1 Year,Yes,41311,160,49,0
Female,22,1,4,1,< 1 Year,No,21935,160,81,0
Female,29,1,28,0,< 1 Year,Yes,32006,124,110,1
Male,33,1,46,0,1-2 Year,Yes,23863,124,84,1
Male,30,1,12,1,< 1 Year,No,2630,152,202,0
Female,22,1,10,1,< 1 Year,No,22641,152,289,0
Male,41,1,29,0,1-2 Year,Yes,29343,31,132,1
Male,31,1,8,0,< 1 Year,Yes,36987,124,294,1
Male,25,1,14,1,< 1 Year,Yes,31772,152,84,0
Male,65,0,30,1,1-2 Year,No,55728,124,129,0
Female,23,1,15,0,< 1 Year,Yes,42910,152,106,0
Female,28,1,28,0,1-2 Year,Yes,47759,26,75,1
Female,20,1,35,0,< 1 Year,Yes,42538,156,143,1
Male,22,1,46,0,< 1 Year,Yes,42409,152,118,1
Female,21,1,48,1,< 1 Year,No,2630,160,129,0
Female,26,1,15,1,< 1 Year,No,29677,152,21,0
Male,32,1,28,0,1-2 Year,Yes,40572,124,153,1
Male,27,1,34,0,< 1 Year,Yes,33925,152,109,0
Male,22,1,46,0,< 1 Year,Yes,22083,152,85,0
Male,24,1,50,1,< 1 Year,No,2630,152,234,0
Male,42,1,24,0,1-2 Year,Yes,34847,154,76,0
Female,22,1,47,1,< 1 Year,No,34648,152,89,0
Male,44,1,28,0,1-2 Year,Yes,29230,26,183,1
Male,29,1,6,0,< 1 Year,Yes,30613,152,135,0
Female,38,1,28,0,1-2 Year,Yes,37475,26,11,1
Female,31,1,8,0,< 1 Year,Yes,37976,26,194,1
Female,50,1,28,0,1-2 Year,Yes,45232,26,77,1
Female,44,1,36,0,1-2 Year,No,33398,124,35,0
Male,26,1,14,1,< 1 Year,No,29459,152,248,0
Male,51,1,28,0,1-2 Year,Yes,41732,26,154,1
Male,54,1,28,0,1-2 Year,Yes,37018,26,110,1
Male,36,1,8,0,1-2 Year,Yes,2630,157,189,1
Female,52,1,28,0,> 2 Years,Yes,69023,26,258,1
Male,51,1,2,0,> 2 Years,Yes,31596,26,83,1
Female,39,1,28,0,> 2 Years,Yes,43642,124,243,1
Female,24,1,8,0,< 1 Year,No,58103,152,132,0
Female,37,1,15,0,1-2 Year,Yes,2630,124,13,0
Male,61,1,28,0,1-2 Year,Yes,66302,26,298,1
Male,34,1,41,1,1-2 Year,No,34429,152,225,0
Male,47,1,50,0,1-2 Year,Yes,31781,26,211,1
Male,69,1,28,0,1-2 Year,Yes,24303,55,276,0
Male,69,1,14,0,1-2 Year,Yes,2630,26,193,1
Female,38,1,45,0,1-2 Year,Yes,52058,108,234,1
Female,37,1,28,1,1-2 Year,No,43009,124,287,0
Female,49,1,28,0,1-2 Year,Yes,54586,52,249,1
Male,57,1,28,0,1-2 Year,Yes,39436,26,208,1
Male,26,1,28,0,1-2 Year,Yes,47469,124,165,0
Male,78,1,28,1,1-2 Year,No,32822,26,209,0
Male,45,1,28,0,1-2 Year,Yes,48523,26,174,1
Male,59,1,28,1,1-2 Year,Yes,36986,26,168,0
Male,20,1,47,0,< 1 Year,Yes,27561,160,23,1
Male,42,1,8,0,1-2 Year,Yes,37945,124,96,0
Male,28,1,28,0,< 1 Year,Yes,38176,26,236,1
Male,43,1,28,0,1-2 Year,Yes,49883,124,243,1
Male,52,1,27,0,1-2 Year,Yes,27099,26,231,1
Female,37,1,28,0,1-2 Year,Yes,40194,124,110,0
Male,36,1,28,0,1-2 Year,Yes,37974,124,194,0
Male,52,1,41,0,1-2 Year,Yes,33678,26,37,1
Female,44,1,20,0,1-2 Year,No,2630,124,170,0
Male,24,1,2,0,< 1 Year,Yes,29168,152,170,0
Female,68,1,11,0,> 2 Years,Yes,38584,26,183,1
Male,26,1,15,1,< 1 Year,No,39425,152,66,0
Male,22,1,10,0,< 1 Year,Yes,29204,157,168,1
Male,23,1,2,0,< 1 Year,Yes,33815,152,197,0
Male,40,1,28,1,1-2 Year,Yes,31382,124,84,0
Male,32,1,47,1,1-2 Year,Yes,22363,124,106,0
Male,58,1,28,0,1-2 Year,Yes,59241,26,272,1
Male,27,1,28,1,< 1 Year,No,2630,1,119,0
Male,57,1,47,0,1-2 Year,Yes,2630,124,61,1
Male,25,1,29,1,< 1 Year,No,33204,152,77,0
Male,50,1,11,0,1-2 Year,Yes,2630,157,144,1
Female,24,1,9,1,< 1 Year,No,33682,152,69,0
Female,50,1,32,0,1-2 Year,Yes,28490,124,18,1
Male,38,1,29,0,1-2 Year,Yes,2630,157,125,1
Female,43,1,29,0,1-2 Year,Yes,25846,26,91,1
Male,35,1,15,0,1-2 Year,Yes,27017,26,173,1
Female,45,1,28,0,1-2 Year,Yes,32199,124,123,1
Female,28,1,28,0,< 1 Year,Yes,36317,153,61,0
Male,48,1,36,0,1-2 Year,Yes,37748,26,290,1
Male,49,1,35,0,1-2 Year,Yes,42753,124,239,0
Male,35,1,28,0,1-2 Year,Yes,2630,124,131,1
Female,41,1,28,0,1-2 Year,Yes,27088,124,116,1
Female,24,1,37,1,< 1 Year,No,43508,152,193,0
Female,30,1,2,1,< 1 Year,No,19591,152,23,0
Male,55,1,43,0,1-2 Year,Yes,34317,26,254,1
Female,36,1,25,0,1-2 Year,Yes,55023,124,103,1
Male,60,1,32,0,1-2 Year,Yes,2630,26,235,0
Male,49,1,28,1,1-2 Year,No,2630,26,71,0
Female,47,1,8,0,> 2 Years,Yes,33513,26,150,0
Male,42,1,28,1,1-2 Year,No,49168,26,291,0
Male,35,1,28,0,1-2 Year,Yes,35753,26,112,1
Female,75,1,28,0,1-2 Year,Yes,61028,26,125,1
Female,57,1,8,0,1-2 Year,Yes,25021,26,130,1
Female,24,1,29,1,< 1 Year,No,31618,152,223,0
Male,42,1,37,0,1-2 Year,Yes,36532,124,268,0
Male,36,1,13,0,1-2 Year,Yes,36098,124,108,1
Male,49,1,20,0,1-2 Year,Yes,2630,124,122,1
Male,47,1,28,1,1-2 Year,No,44564,122,263,0
Female,49,1,46,0,> 2 Years,Yes,23197,26,220,0
Female,26,1,45,0,< 1 Year,No,29759,152,143,0
Female,41,1,38,0,1-2 Year,Yes,28716,156,159,1
Male,43,1,8,1,1-2 Year,No,30712,124,228,0
Female,45,1,30,0,1-2 Year,Yes,2630,156,82,1
Male,52,1,28,0,1-2 Year,No,33787,26,105,0
Male,50,1,0,0,> 2 Years,Yes,2630,26,205,1
Male,62,1,45,0,1-2 Year,Yes,25734,13,42,1
Male,52,1,30,0,1-2 Year,Yes,27884,26,298,1
Male,27,1,28,0,< 1 Year,Yes,30465,152,123,1
Female,22,1,15,0,< 1 Year,No,38396,152,182,0
Female,32,1,39,0,1-2 Year,Yes,59334,124,193,1
Female,23,1,11,0,1-2 Year,Yes,44757,124,67,1
Male,20,1,28,0,< 1 Year,Yes,2630,124,288,0
Male,39,1,28,0,1-2 Year,Yes,28924,124,285,1
Male,50,1,17,0,> 2 Years,Yes,27454,26,192,1
Male,20,1,43,0,< 1 Year,Yes,2630,160,162,0
Female,54,1,28,1,1-2 Year,Yes,45823,124,249,0
Male,40,1,25,0,1-2 Year,Yes,31420,26,131,1
Male,43,1,8,1,1-2 Year,No,20846,4,200,0
Female,61,1,28,0,> 2 Years,Yes,32112,26,271,0
Male,46,1,8,1,1-2 Year,No,30389,26,181,0
Male,60,1,19,1,1-2 Year,No,27384,26,264,0
Male,37,1,28,0,> 2 Years,Yes,41790,124,63,0
Male,60,1,29,1,1-2 Year,No,2630,152,28,0
Female,57,1,7,1,1-2 Year,No,2630,26,235,0
Female,56,1,24,0,1-2 Year,Yes,50308,26,272,1
Female,38,1,40,0,1-2 Year,Yes,25099,124,135,1
Female,50,1,28,1,1-2 Year,No,57148,124,190,0
Female,36,1,28,0,1-2 Year,Yes,71489,157,242,1
Male,21,1,30,0,1-2 Year,Yes,2630,156,153,1
Female,29,1,28,1,< 1 Year,No,29278,26,176,0
Male,36,1,36,0,1-2 Year,Yes,2630,156,222,0
Female,25,1,28,1,< 1 Year,No,31607,152,159,0
Male,51,1,28,0,1-2 Year,Yes,34050,26,194,1
Male,49,1,28,0,1-2 Year,Yes,43512,124,84,1
Female,22,1,46,1,< 1 Year,No,28379,152,255,0
Female,26,1,14,1,< 1 Year,No,36869,152,206,0
Female,47,1,8,0,1-2 Year,Yes,2630,124,75,1
Male,47,1,28,0,1-2 Year,Yes,48446,124,165,0
Female,64,1,8,0,1-2 Year,Yes,2630,122,15,0
Male,46,1,35,0,1-2 Year,No,20895,26,290,0
Male,41,1,33,0,1-2 Year,Yes,2630,132,33,1
Female,35,1,28,0,1-2 Year,Yes,32120,124,152,1
Female,44,1,39,0,1-2 Year,Yes,56370,154,217,1
Male,22,1,15,1,< 1 Year,No,34276,160,266,0
Female,45,1,29,0,1-2 Year,Yes,31890,26,284,0
Female,43,1,28,0,1-2 Year,Yes,25434,124,284,1
Male,23,1,28,1,< 1 Year,No,50240,124,79,0
Male,51,1,39,0,1-2 Year,Yes,96532,26,16,1
Male,55,1,48,0,1-2 Year,Yes,2630,15,87,1
Female,54,1,28,0,1-2 Year,Yes,30753,26,91,1
Female,54,1,28,0,> 2 Years,Yes,51540,26,48,0
Female,71,1,28,0,1-2 Year,Yes,32872,122,39,1
Male,37,1,11,0,1-2 Year,Yes,38204,124,266,0
Male,51,1,39,0,1-2 Year,Yes,44792,163,190,1
Male,21,1,26,1,< 1 Year,No,37911,152,157,0
Female,23,1,11,1,< 1 Year,No,2630,160,229,0
Male,35,1,28,0,1-2 Year,Yes,44420,26,73,1
Male,47,1,7,1,1-2 Year,No,2630,124,90,0
Male,39,1,46,0,1-2 Year,Yes,2630,156,149,1
Male,40,1,7,0,1-2 Year,Yes,2630,26,59,1
Male,42,1,6,0,1-2 Year,Yes,22793,124,284,0
Male,50,1,2,0,1-2 Year,Yes,24717,26,141,0
Female,41,1,28,0,1-2 Year,Yes,40489,124,267,1
Female,44,1,3,0,1-2 Year,Yes,20280,26,135,1
Female,24,1,3,0,< 1 Year,Yes,34127,152,119,1
Male,24,1,18,1,< 1 Year,No,30146,152,50,0
Male,30,1,8,1,< 1 Year,No,26984,152,76,0
Female,61,1,28,0,> 2 Years,Yes,71242,13,135,0
Male,33,1,18,1,1-2 Year,No,30280,124,152,0
Male,48,1,28,0,1-2 Year,Yes,46213,26,196,0
Female,26,1,46,1,< 1 Year,No,2630,156,222,0
Female,27,1,30,1,< 1 Year,No,37829,151,209,0
Male,57,1,28,1,1-2 Year,No,31548,26,172,0
Male,29,1,28,0,1-2 Year,Yes,31315,124,203,1
Male,27,1,13,0,< 1 Year,Yes,2630,151,59,0
Female,45,1,45,0,1-2 Year,Yes,32011,124,141,0
Female,38,1,14,0,1-2 Year,Yes,40974,124,295,1
Male,42,1,13,0,1-2 Year,Yes,32358,24,185,1
Male,28,1,10,1,< 1 Year,No,29345,152,89,0
Male,45,1,28,0,> 2 Years,Yes,57578,26,204,1
Male,49,1,28,0,1-2 Year,Yes,37922,124,207,1
Male,41,1,14,0,1-2 Year,Yes,26830,26,235,1
Male,70,1,19,1,1-2 Year,No,43604,26,218,0
Male,47,1,28,0,1-2 Year,Yes,25806,124,49,1
Male,21,1,15,0,< 1 Year,Yes,41766,152,82,0
Female,30,1,28,0,< 1 Year,Yes,39061,124,176,1
Male,43,1,3,0,1-2 Year,Yes,20617,155,219,0
Female,31,1,8,1,< 1 Year,No,46174,152,279,0
Female,44,1,46,0,1-2 Year,Yes,32264,124,170,0
Male,45,1,46,0,1-2 Year,Yes,20159,124,261,1
Female,46,1,50,1,1-2 Year,No,28838,18,14,0
Female,32,1,28,0,1-2 Year,Yes,40850,124,236,1
Female,24,1,15,0,< 1 Year,Yes,37111,151,17,1
Male,30,1,3,0,1-2 Year,Yes,2630,156,217,1
Male,49,1,28,0,> 2 Years,Yes,2630,26,39,1
Male,59,1,30,0,> 2 Years,Yes,2630,26,63,1
Female,23,1,15,0,< 1 Year,Yes,42054,152,36,0
Female,49,1,46,0,1-2 Year,Yes,2630,26,198,0
Female,23,1,39,0,< 1 Year,Yes,2630,160,159,0
Female,35,1,46,0,1-2 Year,Yes,2630,26,112,1
Female,51,1,28,0,1-2 Year,Yes,2630,25,98,1
Male,58,1,28,0,1-2 Year,Yes,47166,163,12,1
Male,21,1,36,1,< 1 Year,No,24568,152,94,0
Male,59,1,8,1,1-2 Year,No,86807,26,122,0
Male,39,1,28,0,1-2 Year,Yes,34021,124,239,0
Male,62,1,28,0,1-2 Year,Yes,36896,124,205,1
Male,24,1,30,1,< 1 Year,No,28774,160,47,0
Male,54,1,28,0,> 2 Years,Yes,33588,26,252,1
Male,28,1,33,0,1-2 Year,Yes,2630,157,287,0
Male,63,1,50,1,1-2 Year,No,26364,26,70,0
Male,25,1,11,0,< 1 Year,Yes,41455,152,141,0
Male,58,1,28,0,1-2 Year,Yes,52178,26,264,1
Male,43,1,46,0,1-2 Year,Yes,31690,154,214,1
Female,44,1,50,0,1-2 Year,Yes,34676,156,186,0
Female,20,1,22,0,< 1 Year,Yes,26231,160,172,0
Female,21,1,50,1,< 1 Year,No,30003,152,274,0
Male,63,1,8,0,1-2 Year,Yes,45839,26,234,1
Male,41,1,15,0,> 2 Years,Yes,43616,124,97,0
Male,72,1,29,1,1-2 Year,No,33130,124,99,0
Female,21,1,2,0,< 1 Year,Yes,36373,152,149,1
Female,33,1,8,0,1-2 Year,Yes,35764,124,187,1
Male,20,1,28,0,1-2 Year,Yes,55087,158,199,1
Male,27,1,15,1,< 1 Year,No,28878,152,108,0
Male,42,1,47,0,1-2 Year,Yes,29214,157,109,1
Male,41,1,30,0,1-2 Year,Yes,27654,26,44,1
Male,78,1,46,0,1-2 Year,No,40818,11,129,0
Male,44,1,3,0,1-2 Year,Yes,28308,124,217,1
Female,54,1,28,0,1-2 Year,Yes,52453,26,217,1
Female,54,1,9,1,1-2 Year,No,48822,152,211,0
Female,61,1,28,0,1-2 Year,Yes,35350,154,232,1
Male,57,1,8,0,1-2 Year,Yes,26482,26,38,0
Male,25,1,11,1,< 1 Year,No,2630,152,22,0
Female,49,1,10,0,1-2 Year,Yes,32619,26,82,1
Female,34,1,46,0,1-2 Year,Yes,2630,124,253,1
Female,35,1,31,1,1-2 Year,No,2630,124,105,0
Male,47,1,38,0,1-2 Year,Yes,52992,26,209,1
Female,23,1,14,1,< 1 Year,No,33874,152,145,0
Male,48,1,46,1,1-2 Year,No,26395,26,61,0
Female,58,1,28,0,1-2 Year,Yes,34831,124,249,1
Female,26,1,19,1,< 1 Year,No,33209,152,275,0
Male,55,1,8,0,1-2 Year,Yes,48525,124,206,0
Male,43,1,3,1,1-2 Year,No,2630,124,28,0
Male,20,1,15,0,< 1 Year,Yes,29895,160,161,0
Female,23,1,28,0,< 1 Year,Yes,46392,152,78,0
Male,45,1,8,0,1-2 Year,Yes,41784,26,64,1
Male,42,1,28,1,1-2 Year,Yes,40531,52,109,0
Female,22,1,46,1,< 1 Year,No,33907,152,11,0
Female,26,1,29,1,< 1 Year,No,25364,152,202,0
Male,57,1,30,1,1-2 Year,No,23588,152,104,0
Male,55,1,15,0,> 2 Years,Yes,53979,25,194,1
Male,33,1,28,0,1-2 Year,Yes,34181,124,189,0
Male,21,1,46,1,< 1 Year,No,25995,160,30,0
Male,65,1,28,1,1-2 Year,No,40743,124,106,0
Male,62,1,28,0,1-2 Year,Yes,30642,124,12,1
Male,28,1,8,0,< 1 Year,Yes,27874,152,43,1
Female,31,1,35,1,< 1 Year,No,37890,152,118,0
Male,42,1,0,0,1-2 Year,No,2630,26,170,0
Female,28,1,46,1,< 1 Year,No,24684,152,220,0
Female,31,1,33,1,< 1 Year,No,50749,152,166,0
Male,46,1,35,0,1-2 Year,Yes,26229,124,111,1
Male,45,1,30,0,1-2 Year,Yes,26583,124,250,1
Female,22,1,47,0,< 1 Year,Yes,24854,152,69,0
Female,26,1,15,1,< 1 Year,No,36724,152,228,0
Female,67,1,48,1,1-2 Year,No,2630,26,202,0
Female,30,1,3,0,1-2 Year,Yes,43209,155,133,0
Male,60,1,20,0,1-2 Year,Yes,2630,156,101,1
Female,45,1,28,0,1-2 Year,Yes,44918,124,32,0
Male,50,1,28,0,1-2 Year,Yes,59499,124,22,1
Female,25,1,41,1,< 1 Year,No,27037,152,75,0
Male,34,1,7,0,1-2 Year,Yes,31834,124,82,1
Male,40,1,29,0,1-2 Year,Yes,30399,26,284,0
Female,34,1,41,0,1-2 Year,Yes,2630,157,98,1
Female,24,1,50,0,< 1 Year,Yes,27306,152,32,0
Male,51,1,41,0,1-2 Year,Yes,2630,26,29,0
Male,43,1,1,1,1-2 Year,No,2630,124,203,0
Female,38,1,28,0,1-2 Year,Yes,39030,26,154,1
Male,21,1,32,0,< 1 Year,Yes,33273,152,58,0
Female,65,1,24,0,1-2 Year,Yes,29938,26,130,0
Male,57,1,41,0,1-2 Year,Yes,2630,26,287,1
Male,39,1,28,1,1-2 Year,No,39008,26,228,0
Female,42,1,28,0,1-2 Year,Yes,37241,26,227,1
Female,33,1,28,0,< 1 Year,Yes,51541,124,92,1
Female,26,1,28,0,< 1 Year,Yes,35396,151,259,0
Female,24,1,28,1,< 1 Year,No,37596,152,62,0
Female,35,1,28,0,1-2 Year,Yes,47120,122,220,1
Female,54,1,3,0,1-2 Year,Yes,2630,124,79,0
Female,43,1,41,0,1-2 Year,Yes,27918,26,165,0
Female,28,1,36,1,< 1 Year,No,48922,152,32,0
Male,77,1,28,0,1-2 Year,Yes,39998,26,224,0
Male,41,1,28,0,1-2 Year,Yes,37181,124,144,0
Male,39,1,28,0,1-2 Year,No,24002,124,224,1
Female,43,1,28,0,> 2 Years,Yes,37125,26,259,0
Male,45,1,3,0,1-2 Year,Yes,35824,124,119,0
Female,39,1,28,0,1-2 Year,Yes,27195,124,210,1
Male,25,1,28,1,< 1 Year,No,39055,152,195,0
Male,22,1,29,0,< 1 Year,Yes,31526,152,227,1
Male,44,1,28,0,> 2 Years,Yes,39035,124,44,1
Male,31,1,28,0,< 1 Year,Yes,49809,152,190,1
Male,78,1,24,0,1-2 Year,Yes,58122,26,230,1
Male,21,1,10,1,< 1 Year,No,28696,152,280,0
Female,25,1,10,1,< 1 Year,No,23556,152,139,0
Male,26,1,28,0,< 1 Year,Yes,50053,152,261,0
Female,48,1,33,0,1-2 Year,Yes,38657,26,182,1
Male,58,1,28,0,1-2 Year,Yes,41978,122,139,1
Male,22,1,8,1,< 1 Year,No,40681,160,114,0
Female,46,1,13,0,1-2 Year,Yes,23763,26,87,1
Male,58,1,30,1,1-2 Year,Yes,34572,26,246,0
Male,54,1,28,0,1-2 Year,Yes,52908,26,129,1
Female,24,1,27,0,< 1 Year,Yes,26132,152,44,0
Male,28,1,21,0,< 1 Year,Yes,2630,152,280,1
Female,36,1,3,0,1-2 Year,Yes,28145,124,216,1
Male,27,1,39,0,< 1 Year,No,2630,152,217,0
Male,75,1,28,0,> 2 Years,Yes,29496,26,152,1
Male,53,1,28,1,1-2 Year,No,27217,26,23,0
Female,49,1,31,0,1-2 Year,Yes,2630,124,32,1
Female,43,1,43,0,1-2 Year,Yes,12968,26,39,1
Male,34,1,41,0,1-2 Year,No,40460,124,108,1
Male,41,1,8,0,1-2 Year,Yes,37471,124,182,1
Male,26,1,6,1,< 1 Year,No,28279,152,20,0
Female,51,1,28,0,1-2 Year,Yes,29056,26,22,1
Male,34,1,28,0,1-2 Year,Yes,32883,26,142,1
Male,55,1,26,0,1-2 Year,Yes,33658,120,194,1
Male,45,1,22,0,1-2 Year,Yes,29800,26,127,1
Male,63,1,28,1,1-2 Year,No,44871,26,223,0
Female,21,1,30,0,< 1 Year,No,20643,152,117,0
Male,30,1,35,0,< 1 Year,Yes,20672,26,53,1
Male,47,1,29,0,1-2 Year,Yes,42321,124,44,1
Female,26,1,28,0,1-2 Year,Yes,2630,157,63,0
Female,25,1,8,1,< 1 Year,No,31819,152,89,0
Male,26,1,15,1,< 1 Year,Yes,2630,124,70,0
Male,27,1,33,0,< 1 Year,Yes,2630,152,292,0
Male,42,1,28,0,> 2 Years,Yes,38891,26,262,1
Female,68,1,28,0,> 2 Years,Yes,75258,24,294,0
Male,20,1,2,0,< 1 Year,Yes,28579,160,271,0
Female,45,1,45,1,1-2 Year,No,21272,124,71,0
Male,28,1,28,0,< 1 Year,Yes,49449,152,39,1
Female,22,1,11,1,< 1 Year,No,23597,152,80,0
Male,47,1,41,0,1-2 Year,Yes,41727,124,237,1
Male,42,1,28,0,1-2 Year,Yes,44054,25,42,1
Male,27,1,41,1,< 1 Year,No,30746,152,250,0
Male,39,1,28,0,1-2 Year,Yes,30991,122,182,1
Female,33,1,46,1,1-2 Year,Yes,37048,124,152,0
Male,47,1,50,0,1-2 Year,Yes,2630,26,296,0
Male,43,1,11,1,1-2 Year,No,31264,26,296,0
Male,62,1,28,0,1-2 Year,Yes,2630,163,227,1
Male,43,1,28,0,1-2 Year,Yes,35367,26,249,1
Male,24,1,3,0,< 1 Year,Yes,19487,152,103,0
Female,29,1,28,1,< 1 Year,No,46401,152,110,0
Male,30,1,3,0,< 1 Year,Yes,22143,124,259,1
Female,36,1,33,0,1-2 Year,Yes,2630,26,180,1
Female,23,1,35,0,< 1 Year,Yes,2630,152,257,1
Female,49,1,46,0,1-2 Year,Yes,30225,26,73,1
Male,23,1,47,0,< 1 Year,Yes,36455,152,226,1
Female,47,1,48,0,1-2 Year,Yes,2630,124,155,1
Male,33,1,47,0,1-2 Year,Yes,2630,163,230,1
Male,38,1,41,0,1-2 Year,Yes,30670,124,105,1
Male,51,1,28,0,> 2 Years,Yes,62930,163,127,1
Female,54,1,20,0,1-2 Year,Yes,2630,124,122,0
Male,28,1,39,0,1-2 Year,Yes,2630,154,143,1
Male,50,1,28,0,1-2 Year,Yes,44694,124,198,0
Male,69,1,28,0,1-2 Year,Yes,35809,26,21,1
Male,24,1,26,1,< 1 Year,No,28379,151,23,0
Male,52,1,28,0,1-2 Year,Yes,2630,26,299,1
Male,25,1,49,0,< 1 Year,Yes,30272,152,253,0
Male,48,1,28,0,1-2 Year,Yes,28156,26,90,1
Female,37,1,28,0,1-2 Year,Yes,62916,26,278,0
Female,53,1,3,0,> 2 Years,Yes,31477,26,165,1
Female,66,1,48,1,1-2 Year,No,2630,15,226,0
Male,41,1,28,0,1-2 Year,Yes,29258,26,219,0
Male,36,1,28,0,1-2 Year,Yes,58141,26,161,1
Female,23,1,39,0,< 1 Year,Yes,36951,124,269,0
Male,61,1,3,1,1-2 Year,No,23072,124,100,0
Female,65,1,20,0,> 2 Years,Yes,2630,124,290,1
Male,47,1,39,0,1-2 Year,Yes,2630,124,156,1
Male,22,1,45,1,< 1 Year,No,36484,152,241,0
Male,40,1,28,0,1-2 Year,Yes,34097,163,46,1
Male,53,1,15,0,1-2 Year,Yes,36413,14,22,1
Male,33,1,15,0,< 1 Year,Yes,31274,124,22,1
Female,27,1,46,0,< 1 Year,No,22059,152,270,0
Male,22,1,28,1,< 1 Year,No,35665,152,27,0
Male,40,1,28,0,1-2 Year,Yes,50165,122,66,0
Male,21,1,46,0,< 1 Year,No,54463,152,291,1
Male,68,1,8,1,1-2 Year,No,43468,124,45,0
Male,47,1,28,0,1-2 Year,Yes,47715,26,284,0
Male,29,1,46,1,< 1 Year,No,19635,152,47,0
Female,22,1,27,0,< 1 Year,Yes,23971,152,194,1
Female,55,1,47,0,1-2 Year,Yes,30982,113,37,1
Male,25,1,41,1,< 1 Year,No,26729,152,239,0
Female,22,1,4,1,< 1 Year,No,2630,152,211,0
Male,74,1,9,1,1-2 Year,No,49732,146,157,0
Male,51,1,28,0,1-2 Year,Yes,2630,152,49,0
Female,34,1,28,0,1-2 Year,Yes,48314,124,269,1
Male,54,1,41,0,1-2 Year,Yes,45448,124,160,1
Male,49,1,28,0,1-2 Year,Yes,44048,26,89,1
Male,57,1,28,0,> 2 Years,Yes,41548,26,63,0
Female,65,1,18,0,1-2 Year,Yes,2630,157,69,1
Male,58,1,28,0,1-2 Year,Yes,47179,124,107,1
Male,64,0,8,0,1-2 Year,Yes,60457,7,137,0
Male,33,1,11,0,1-2 Year,Yes,15338,26,245,1
Male,34,1,28,0,1-2 Year,Yes,39151,26,170,1
Male,43,1,28,0,> 2 Years,Yes,44000,124,180,0
Male,53,1,7,1,1-2 Year,No,42388,26,160,0
Female,51,1,11,0,1-2 Year,Yes,41913,157,259,1
Male,69,1,28,0,1-2 Year,Yes,60176,26,207,1
Female,46,1,35,0,1-2 Year,Yes,25884,26,71,1
Female,44,1,35,0,1-2 Year,Yes,29573,26,19,1
Female,64,1,28,0,1-2 Year,No,46182,124,84,0
Male,25,1,38,1,< 1 Year,No,22520,152,81,0
Female,21,1,29,0,< 1 Year,Yes,33837,152,242,0
Female,24,1,36,0,< 1 Year,Yes,27977,152,65,1
Male,47,1,28,0,1-2 Year,Yes,37387,124,81,1
Male,24,1,8,1,< 1 Year,No,35421,152,26,0
Male,65,1,15,0,1-2 Year,Yes,2630,26,52,0
Male,23,1,21,1,< 1 Year,No,22029,152,109,0
Female,23,1,18,1,< 1 Year,No,30047,152,171,0
Male,52,1,28,0,1-2 Year,Yes,35100,124,27,1
Female,32,1,28,0,1-2 Year,Yes,30320,124,245,0
Male,53,1,35,0,1-2 Year,Yes,2630,124,152,1
Male,44,1,36,0,1-2 Year,Yes,32877,124,71,1
Male,79,1,3,1,1-2 Year,No,30373,31,64,0
Female,25,1,19,1,< 1 Year,No,33470,152,78,0
Female,25,1,41,0,< 1 Year,Yes,25474,152,116,0
Female,33,1,28,1,1-2 Year,Yes,37962,26,48,0
Male,43,1,28,0,1-2 Year,Yes,28313,124,31,0
Female,30,1,28,1,< 1 Year,No,51192,152,210,0
Male,20,1,6,1,< 1 Year,Yes,2630,160,161,0
Male,24,1,39,0,1-2 Year,Yes,37131,122,54,1
Male,23,1,18,1,< 1 Year,No,34698,152,147,0
Male,35,1,45,0,1-2 Year,Yes,63105,124,147,1
Female,31,1,28,0,< 1 Year,Yes,2630,157,82,0
Male,23,1,3,1,< 1 Year,No,32118,122,138,0
Female,26,1,3,1,< 1 Year,No,26196,160,165,0
Male,47,1,12,0,1-2 Year,Yes,24151,124,232,1
Male,33,1,10,0,1-2 Year,Yes,2630,157,44,1
